"date","duration","location","source","orig.data","commodity","quantity","unit","price.min","price.max","X","year","quarter","month","week","date.common","month.common"
1914-09-07,"","Bayrūt","FEB42E4C-3750-43E1-B71A-CE659AFEC548","outside: Frcs 10 (per year)","newspaper",1,"day",0.0273972602739726,NA,"",1914-01-01,1914-07-01,1914-09-01,1914-09-07,2000-09-06,2000-09-01
1915-01-06,"","Dimashq","129D71EA-8ADD-49DE-A82A-8C46CA62DE6D","In Damascus: 4 Mecidiye per year","newspaper",1,"day",0.219178082191781,NA,"",1915-01-01,1915-01-01,1915-01-01,1915-01-04,2000-01-06,2000-01-01
1915-01-06,"","Dimashq","129D71EA-8ADD-49DE-A82A-8C46CA62DE6D","in Damascus: 2 mecidiye per 6 months","newspaper",1,"day",0.555555555561644,NA,"",1915-01-01,1915-01-01,1915-01-01,1915-01-04,2000-01-06,2000-01-01
1915-01-06,"","Dimashq","129D71EA-8ADD-49DE-A82A-8C46CA62DE6D","In the Ottoman Empire: £T 1 per year","newspaper",1,"day",0.273972602739726,NA,"",1915-01-01,1915-01-01,1915-01-01,1915-01-04,2000-01-06,2000-01-01
1915-01-06,"","Dimashq","129D71EA-8ADD-49DE-A82A-8C46CA62DE6D","outside the Ottoman Empire: 25 Frcs per year","newspaper",1,"day",0.0684931506849315,NA,"",1915-01-01,1915-01-01,1915-01-01,1915-01-04,2000-01-06,2000-01-01
1915-01-06,"","Dimashq","129D71EA-8ADD-49DE-A82A-8C46CA62DE6D","1 Metallik per copy","newspaper",1,"issue",0.25,NA,"",1915-01-01,1915-01-01,1915-01-01,1915-01-04,2000-01-06,2000-01-01
1916-02-10,"","Dimashq","1C144AC6-D71C-4AAB-8E38-25416F5EABC0","In Damascus: 4 Mecidiye per year","newspaper",1,"day",0.219178082191781,NA,"",1916-01-01,1916-01-01,1916-02-01,1916-02-07,2000-02-10,2000-02-01
1916-02-10,"","Dimashq","1C144AC6-D71C-4AAB-8E38-25416F5EABC0","in Damascus: 2 mecidiye per 6 months","newspaper",1,"day",0.555555555561644,NA,"",1916-01-01,1916-01-01,1916-02-01,1916-02-07,2000-02-10,2000-02-01
1916-02-10,"","Dimashq","1C144AC6-D71C-4AAB-8E38-25416F5EABC0","In the Ottoman Empire: £T 1 per year","newspaper",1,"day",0.273972602739726,NA,"",1916-01-01,1916-01-01,1916-02-01,1916-02-07,2000-02-10,2000-02-01
1916-02-10,"","Dimashq","1C144AC6-D71C-4AAB-8E38-25416F5EABC0","outside the Ottoman Empire: 25 Frcs per year","newspaper",1,"day",0.0684931506849315,NA,"",1916-01-01,1916-01-01,1916-02-01,1916-02-07,2000-02-10,2000-02-01
1916-02-10,"","Dimashq","1C144AC6-D71C-4AAB-8E38-25416F5EABC0","1 Metallik per copy","newspaper",1,"issue",0.25,NA,"",1916-01-01,1916-01-01,1916-02-01,1916-02-07,2000-02-10,2000-02-01
1916-04-25,"","Dimashq","774D0748-6AFC-497E-B08C-A0B169870A94","annual subscription price is Ps 100","newspaper",1,"day",0.273972602739726,NA,"",1916-01-01,1916-04-01,1916-04-01,1916-04-24,2000-04-25,2000-04-01
1916-04-25,"","Dimashq","774D0748-6AFC-497E-B08C-A0B169870A94","half a year's subscription costs Ps 60","newspaper",1,"day",0.833333333342466,NA,"",1916-01-01,1916-04-01,1916-04-01,1916-04-24,2000-04-25,2000-04-01
1916-04-25,"","Dimashq","774D0748-6AFC-497E-B08C-A0B169870A94","three months cost Ps 35","newspaper",1,"day",0.972222222232877,NA,"",1916-01-01,1916-04-01,1916-04-01,1916-04-24,2000-04-25,2000-04-01
1916-11-06,"","Dimashq","037E4727-20B0-4940-9982-A5386F5824B8","In Damascus: 4 Mecidiye per year","newspaper",1,"day",0.219178082191781,NA,"",1916-01-01,1916-10-01,1916-11-01,1916-11-06,2000-11-06,2000-11-01
1916-11-06,"","Dimashq","037E4727-20B0-4940-9982-A5386F5824B8","in Damascus: 2 mecidiye per 6 months","newspaper",1,"day",0.555555555561644,NA,"",1916-01-01,1916-10-01,1916-11-01,1916-11-06,2000-11-06,2000-11-01
1916-11-06,"","Dimashq","037E4727-20B0-4940-9982-A5386F5824B8","In the Ottoman Empire: £T 1 per year","newspaper",1,"day",0.273972602739726,NA,"",1916-01-01,1916-10-01,1916-11-01,1916-11-06,2000-11-06,2000-11-01
1916-11-06,"","Dimashq","037E4727-20B0-4940-9982-A5386F5824B8","outside the Ottoman Empire: 25 Frcs per year","newspaper",1,"day",0.0684931506849315,NA,"",1916-01-01,1916-10-01,1916-11-01,1916-11-06,2000-11-06,2000-11-01
1918-03-17,"","Damascus","BF4422C5-64AB-4387-BF25-9492ACD0CCAF","For one year: For one year: Ps 100","newspaper",1,"day",0.273972602739726,NA,"",1918-01-01,1918-01-01,1918-03-01,1918-03-11,2000-03-16,2000-03-01
1918-03-17,"","Damascus","BF4422C5-64AB-4387-BF25-9492ACD0CCAF","For six months: Ps 60","newspaper",1,"day",0.833333333342466,NA,"",1918-01-01,1918-01-01,1918-03-01,1918-03-11,2000-03-16,2000-03-01
1918-05-19,"","Damaskus","B98B61BA-C558-4A22-87A5-F2E6CC711C92","single copy: Ps 1","newspaper",1,"issue",1,NA,"",1918-01-01,1918-04-01,1918-05-01,1918-05-13,2000-05-18,2000-05-01
1918-05-19,"","Damaskus","B98B61BA-C558-4A22-87A5-F2E6CC711C92","price of monthly subscription: Ps 10","newspaper",1,"day",0.833333333342466,NA,"",1918-01-01,1918-04-01,1918-05-01,1918-05-13,2000-05-18,2000-05-01
1918-05-19,"","Damaskus","B98B61BA-C558-4A22-87A5-F2E6CC711C92","single copy: Ps 2","newspaper",1,"issue",2,NA,"",1918-01-01,1918-04-01,1918-05-01,1918-05-13,2000-05-18,2000-05-01
1918-05-19,"","Damaskus","B98B61BA-C558-4A22-87A5-F2E6CC711C92","monthly subscription together with the daily report: Ps 15","newspaper",1,"day",1.2500000000137,NA,"",1918-01-01,1918-04-01,1918-05-01,1918-05-13,2000-05-18,2000-05-01
2006-01-01,"P1Y","Bayrūt","CF40D65F-019A-421C-96F9-A0E5A413BAA5","annual subscription of Lisān al-Ḥāl for 4 mecidiye","newspaper",1,"day",0.219178082191781,NA,"",2006-01-01,2006-01-01,2006-01-01,2005-12-26,2000-01-01,2000-01-01
2006-01-01,"P1Y","Bayrūt","CF40D65F-019A-421C-96F9-A0E5A413BAA5","£T 1 via telegraph for the annual subscription of al-Ḥaqāʾiq","newspaper",1,"day",0.273972602739726,NA,"",2006-01-01,2006-01-01,2006-01-01,2005-12-26,2000-01-01,2000-01-01
