date, location, source, tag
1910-07-06,Bayrūt,BC22FC6D-95C6-49D5-9BB6-62F7A0E686BB,prices: high
1877-11-12,Bayrūt,BC7572F3-A97C-4FD0-A489-7695B55C4515,prices: high
1877-11-12,Bayrūt,BC7572F3-A97C-4FD0-A489-7695B55C4515,prices: rising
1903-02-03,Bayrūt,BDB1D278-8990-4588-B790-0DC0A6B8FC4B,prices: falling
1901-01-07,Damascus,BE173F83-67A6-4850-8C99-D9823B35E82E,prices: high
1913-01-31,al-Quds,BF06230C-77EC-4D89-8F2C-729181E2245D,prices: high
1858-04-17,Bayrūt,BF2600B2-351A-4758-B762-88DC7B737C37,prices: high
1858-04-17,Bayrūt,BF2600B2-351A-4758-B762-88DC7B737C37,prices: rising
1913-03-31,Dimashq,BF9F0C3B-0A37-4C50-A347-DC3A35AF7D56,prices: high
1910-01-13,Bayrūt,BFE02F3A-2731-4F83-A1A7-EE2AFD823AF7,prices: high
1910-01-13,Bayrūt,BFE02F3A-2731-4F83-A1A7-EE2AFD823AF7,prices: rising
1911-06-21,Dimashq,C00666C1-3A11-4D7C-9BF7-3484E5918E6B,prices: rising
1911-06-21,Dimashq,C00666C1-3A11-4D7C-9BF7-3484E5918E6B,prices: high
1898-04-25,Bayrūt,C056B1A5-E8F9-44AB-B2D4-7CF4F35974F2,prices: rising
1898-04-25,Bayrūt,C056B1A5-E8F9-44AB-B2D4-7CF4F35974F2,prices: high
1878-07-01,Bayrūt,C198D4BC-B71A-472F-8FF7-FD614A63D96B,prices: falling
1914-12-03,Bayrūt,C41579C1-436B-4176-B629-18505AD1F8BD,prices: rising
1906-10-15,Bayrūt,C4B11D8C-9A6A-471B-8CD1-5BAFDA3E0479,prices: high
1906-10-15,Bayrūt,C4B11D8C-9A6A-471B-8CD1-5BAFDA3E0479,prices: rising
1903-12-27,Bayrūt,C4E221A9-A25F-4C78-8914-C610CF178595,prices: low
1910-07-04,Dimashq,C6394C2D-6823-4884-A759-11646480BFCB,prices: high
1904-03-14,Bayrūt,C6FCA4F0-D949-4E07-B23B-0490AAF3EFF9,prices: rising
1910-09-10,Dimashq,C72BB7B1-E23A-444D-9268-A86A394519BB,prices: rising
1910-08-19,Bayrūt,C730892E-0315-4AC0-B256-3A22DC265DDF,prices: high
1879-04-07,Bayrūt,C96468B3-DB66-4675-A1D3-F436D8004757,prices: falling
1905-10-28,Bayrūt,C964A73A-009E-4081-9E73-0D54B94910F8,prices: rising
1905-10-28,Bayrūt,C964A73A-009E-4081-9E73-0D54B94910F8,prices: falling
1910-06-23,Bayrūt,CBC5E7A0-3960-45BF-B26A-29FD77B46741,prices: rising
1910-06-23,Bayrūt,CBC5E7A0-3960-45BF-B26A-29FD77B46741,prices: falling
1910-06-23,Bayrūt,CBC5E7A0-3960-45BF-B26A-29FD77B46741,prices: high
1904-05-16,Bayrūt,CCEADEBB-1DED-40A3-A6C3-94865BFCD2CC,prices: high
1904-05-16,Bayrūt,CCEADEBB-1DED-40A3-A6C3-94865BFCD2CC,prices: rising
1906-10-08,Bayrūt,CD07965A-E384-4460-B4AC-B19BBC96537D,prices: high
1906-10-08,Bayrūt,CD07965A-E384-4460-B4AC-B19BBC96537D,prices: rising
1888,London,CDD68F96-D34A-4DFE-8AE6-CDDE7C24725E,prices: falling
1915-04-10,Dimashq,CEEE34D4-AD7F-424C-9349-EA1FB713237F,prices: high
1915-12-27,Dimashq,CFEB4058-AE79-4795-8DA1-B750379ED5B0,prices: high
1905-11-04,Bayrūt,D1EFB3CA-8364-4215-B4C7-76CC413870AB,prices: rising
1905-11-04,Bayrūt,D1EFB3CA-8364-4215-B4C7-76CC413870AB,prices: high
1913-03-08,Dimashq,D258187A-BD6A-417C-AD63-30D0DAC15348,prices: high
1910-07-12,Damascus,D2F709D8-F553-4E93-8894-047B8E5D2351,prices: high
1910-07-12,Damascus,D2F709D8-F553-4E93-8894-047B8E5D2351,prices: falling
1914-11-26,Bayrūt,D3F89F21-5BAB-47AF-AAF3-32093874FA83,prices: high
1914-11-26,Bayrūt,D3F89F21-5BAB-47AF-AAF3-32093874FA83,prices: rising
1859-01-22,Bayrūt,D49EE640-821F-4445-864C-B5E4371231BE,prices: stable
1912-01-06,Damascus,D4B12A9A-090E-4DAD-8917-AAB2A09F7056,prices: falling
1909-12-08,Bayrūt,D7BD7209-024E-4302-8229-E1E416226AEB,prices: high
1909-12-08,Bayrūt,D7BD7209-024E-4302-8229-E1E416226AEB,prices: rising
1899-10-23,Damascus,D7BF863A-9C61-4F77-9183-C8B96F8284E1,prices: high
1911-10-22,Dimashq,DAAAD70B-7614-48F9-9181-5133C7D87D03,prices: falling
1904-04-20,Bayrūt,DDFEFC69-FC98-439F-B603-59F8E50687B4,prices: rising
1898-05-13,Damascus,DF7D818B-BE4C-4503-A3A5-DAE665635BAA,prices: high
1898-05-13,Damascus,DF7D818B-BE4C-4503-A3A5-DAE665635BAA,prices: rising
1877-10-18,Bayrūt,E3B44645-F210-4D6E-92FA-136A064A1F9E,prices: rising
1898-01-03,Bayrūt,E4390C05-7551-4370-BDF4-9C17F68F4C5D,prices: rising
1884-06-05,Bayrūt,E51A2AE9-2C55-411F-B813-0D802281A229,prices: rising
1909-03-30,al-Quds,E5385ADD-7665-44E0-8526-F064DDE22224,prices: high
1892,Wimbledon,E5F5C0D8-4BDD-4931-95BF-C6BA99A0C553,prices: rising
1884-12-17,Bayrūt,E69BBA67-E168-48D5-A9C2-ED6FB1C42106,prices: rising
1884-12-17,Bayrūt,E69BBA67-E168-48D5-A9C2-ED6FB1C42106,prices: high
1910-08-22,Bayrūt,E7404E89-B082-41AD-8878-B080A81CB2BB,prices: high
1904-03-04,Bayrūt,E77CDB1C-90D4-4E81-9366-CDC5D2429777,prices: rising
1892-02-23,Beirut,E7B43769-6A1F-479F-9607-51E133871180,prices: rising
1910-07-26,Dimashq,EC68C6BF-F616-4CE5-B0D3-3422FE682BC6,prices: rising
1913-03-24,Dimashq,EC822066-55E2-400A-A44A-26E76FA32E8D,prices: rising
1913-03-24,Dimashq,EC822066-55E2-400A-A44A-26E76FA32E8D,prices: high
1890-07-07,Bayrūt,ECC89374-B110-47E2-AA22-0D8894DC87B9,prices: rising
1908-07-06,Bayrūt,EE124298-8486-4EB8-91CD-B01B7C9962C1,prices: falling
1908-07-06,Bayrūt,EE124298-8486-4EB8-91CD-B01B7C9962C1,prices: high
1876-02-10,Bayrūt,EE41740B-A08C-47A9-BD58-98D3B83595AF,prices: high
1876-02-10,Bayrūt,EE41740B-A08C-47A9-BD58-98D3B83595AF,prices: rising
1910-09-03,Bayrūt,EF3ACD0C-ACA9-4FC5-A609-E17DCF3248E5,prices: falling
1889-12-19,Bayrūt,F07E4FA3-976A-47DF-8D3A-1FFE3A5AF9A6,prices: high
1889-12-19,Bayrūt,F07E4FA3-976A-47DF-8D3A-1FFE3A5AF9A6,prices: falling
1900-04-26,Damascus,F137A76F-6016-48F3-8C59-3C50952DA4FF,prices: rising
1900-04-26,Damascus,F137A76F-6016-48F3-8C59-3C50952DA4FF,prices: high
1884-11-06,Bayrūt,F284AE17-9963-44BF-A77E-D23C88E1B28D,prices: low
1909-07-17,Bayrūt,F2A0D2E0-0435-44D9-A937-D8E1152D38B0,prices: high
1909-07-17,Bayrūt,F2A0D2E0-0435-44D9-A937-D8E1152D38B0,prices: rising
1882-04-06,Bayrūt,F2A64A55-65D0-4332-BA55-E923A837165D,prices: falling
1912-03-31,Dimashq,F2B68DE9-6F4C-4451-B16E-B6F8225B778B,prices: rising
1917,Jerusalem,F3689E71-0A2F-4168-B41F-239ACC5103BD,prices: high
1890-10-23,Bayrūt,F4D3F096-4532-4DC5-8313-9DE85B670738,prices: falling
1880-03-26,Bayrūt,F52DEC97-4A89-4C15-82A4-7250DB0DF836,prices: rising
1880-03-26,Bayrūt,F52DEC97-4A89-4C15-82A4-7250DB0DF836,prices: high
1907-03-11,Bayrūt,F5D09D04-3AFA-4669-BDE5-40F96EA26DF0,prices: falling
1907-03-11,Bayrūt,F5D09D04-3AFA-4669-BDE5-40F96EA26DF0,prices: high
1860-01-05,Bayrūt,F81C9FC7-8D60-41F8-9485-07E831FE7FB2,prices: high
1910-07-11,Bayrūt,F84A98CE-BF67-415F-A408-CC74113261DC,prices: high
1898-05-28,Bayrūt,F8E04C0D-83A1-409A-BAF1-BFC2704DD9D3,prices: high
1859-01-15,Bayrūt,FB0CE462-C9B6-4B57-B945-72AE34FB18EE,prices: falling
1913-01-04,Dimashq,FDB884D0-55A1-4B1E-B13D-9D4116F8464B,prices: high
1912-08-15,Dimashq,FE569992-0F49-4A33-81E9-ABB10AD88F83,prices: high
1912-08-15,Dimashq,FE569992-0F49-4A33-81E9-ABB10AD88F83,prices: rising
1859-12-08,Bayrūt,FFEBACC3-0810-4169-91E1-EC610F502A0B,prices: rising
1859-12-08,Bayrūt,FFEBACC3-0810-4169-91E1-EC610F502A0B,prices: stable
