schema:date,schema:Place,function,commodity,importance,quantity,source                
1898,Mersina,export,cereals,10,,A85C3773-BED0-4F10-A05B-BA718961F238 
1898,Alexandretta,export,cereals,10,,A85C3773-BED0-4F10-A05B-BA718961F238 
1898,Haifa,export,cereals,10,,A85C3773-BED0-4F10-A05B-BA718961F238 
1898,Gaza,export,cereals,10,,A85C3773-BED0-4F10-A05B-BA718961F238 
1898,Beirut,export,cereals,1,,A85C3773-BED0-4F10-A05B-BA718961F238 
